idx,cow_frac,rice_frac,wheat_frac,food_frac,press_frac,poultry_frac,temperature_C,HRT_days,OLR,converged,q_ch4_avg,pH_final,VFA_final,S_nh3_final,vfa_slope_last5d,ph_slope_last5d,first_instability_day,sim_error,stability_label
32,0.375298028510761,0.026043795513591223,0.15744007841511348,0.257833889186755,0.18326838358090225,0.00011582479287715105,29.909517024383177,15.699208230500282,5.7969495897067524,True,1.7283737858415853,6.100818963600302,3.840307541180169,0.0409036962520967,0.03939942755297967,-0.017494214045191823,-1,,2
33,0.6456010822672624,0.0758195608150294,0.13453096253352348,0.006489458226733922,0.11973318069054467,0.01782575546690623,40.29386126785462,34.32393277828945,2.876781439282408,True,87.93508848697184,7.272499120246283,0.5859375196074295,0.048104966240987,-0.0014520206798959213,0.0019848019378767897,-1,,0
34,0.3845388771959213,0.03128010970769782,0.3063568478733673,0.18073722394280362,6.60835730017429e-05,0.09702085770720814,39.61614427112825,21.147334542952237,3.815712357212883,True,96.15538745444334,7.156793454876725,1.4992664804185325,0.04537243956288785,-0.006106247921254032,0.008710822735608796,-1,,0
35,0.2868751587996243,0.06355960889977733,0.3912711630453134,0.07467941861227988,0.14179725237849727,0.0418173982645079,35.13451329689529,13.00434154948138,1.7492462942285187,True,35.01858658185424,7.273266626334164,0.3958467077248244,0.032179742143270816,0.03633710716129004,0.02238593389242513,-1,,0
36,0.6195071140156493,0.058801932248803604,0.04454593486456465,0.11974990081687888,0.0005717755987415873,0.1568233424553621,34.063006429834154,48.74234592310744,2.919343973942375,True,60.431898066437434,7.188692232610311,0.6319197515924304,0.041385472151830464,-0.010047083961404224,0.0049871570048060174,-1,,0
37,0.10962674918435014,0.11325485614342032,0.16264037153005717,0.47710264885848597,0.051546011636258646,0.0858293626474276,36.654525084695884,29.637433884433335,1.9956131947899556,True,80.18028436498255,7.27645431140256,0.6769610920661824,0.04451656033792373,0.06172308508891008,-0.002337439267753901,-1,,0
38,0.12837735993225388,0.17151939631898325,0.2117491059030531,0.22766810115773034,0.0011887753649232498,0.2594972613230561,29.99038924176258,16.947247532396513,6.09493098957986,True,0.8527233864070537,6.196740060634314,4.117256098293358,0.04018917490735015,-0.019765144109813927,-0.009295909297156948,-1,,2
39,0.18172034594477907,0.062171894539195145,0.08871715560913347,0.4005541639732581,0.025789720914279553,0.24104671901935473,41.1641835767798,22.43705855925934,5.688378892668138,True,6.7550797951024695,6.164473461570886,4.01219843689511,0.0609969871097859,0.03580474681068172,-0.012036805915110504,-1,,2
40,0.40947518331491484,0.07685073746566633,0.012522565076608535,0.403168169050004,0.005357854928111541,0.09262549016469455,30.617577292646764,11.35644194094127,2.986660969340093,True,46.668035822532104,7.194489959218954,1.0233261143775747,0.04344347202818368,-0.01305644704764169,-0.0008378216937310629,-1,,0
41,0.11374849899011902,0.16991579683743535,0.12250793251855333,0.06443719829660229,0.03506616247427187,0.494324410883018,39.24725350652936,29.018580194782597,1.7902557857126102,True,69.12125093467309,7.145778179228829,0.31744325276928426,0.05514082056437158,0.04470924687228722,-0.019518603992765324,-1,,0
